iter	Logloss
184	0.572938872
185	0.5724792123
186	0.5721377443
187	0.5718730128
188	0.5715344592
189	0.5712702969
190	0.5709923588
191	0.5707244949
192	0.570343302
193	0.5699270694
194	0.5695452495
195	0.5692464568
196	0.5690162051
197	0.5688542142
198	0.568599231
199	0.5682936925
200	0.5680900761
201	0.5678410384
202	0.5675093924
203	0.5672538671
204	0.5670158173
205	0.5667820068
206	0.5664811449
207	0.5662874883
208	0.5659250176
209	0.565665118
210	0.5654776065
211	0.5651442538
212	0.5648050518
213	0.5645674454
214	0.5644366512
215	0.5641741696
216	0.5640082025
217	0.5637125361
218	0.5634396032
219	0.5631391359
220	0.5629379949
221	0.5626763386
222	0.5625235262
223	0.5622901415
224	0.5619487087
225	0.5617107175
226	0.5613863955
227	0.5610843012
228	0.5608105149
229	0.5605744636
230	0.5603618093
231	0.5600995312
232	0.559824201
233	0.5595192273
234	0.5592780515
235	0.5590499225
236	0.5587641184
237	0.5585278421
238	0.5583055985
239	0.558015824
240	0.5577946167
241	0.557595595
242	0.5573624751
243	0.5570554023
244	0.5569111766
245	0.5565844248
246	0.5563913184
247	0.5561409685
248	0.5557780594
249	0.555571552
250	0.5553085477
251	0.5550231537
252	0.5548446382
253	0.5546399185
254	0.5543255611
255	0.5540681455
256	0.5538654983
257	0.5536667629
258	0.5534832036
259	0.5532692955
260	0.5529716369
261	0.5528047582
262	0.5524404023
263	0.5522709065
264	0.5520399924
265	0.5517266776
266	0.5513352579
267	0.5510642835
268	0.5508801576
269	0.5505925491
270	0.5503304629
271	0.5501715121
272	0.5499114832
273	0.5497728827
274	0.5495238198
275	0.5493460946
276	0.549171977
277	0.548888059
278	0.5486508834
279	0.5484293036
280	0.5481818781
281	0.5478891798
282	0.5477167895
283	0.5474458998
284	0.5472659798
285	0.5471042962
286	0.5469480424
287	0.5467534879
288	0.5464866602
289	0.5463169178
290	0.546138725
291	0.5457589658
292	0.5454710625
293	0.5451984511
294	0.5450306372
295	0.5448473472
296	0.5446098588
297	0.5442992192
298	0.544074136
299	0.5438979235
300	0.5436817993
301	0.5434612266
302	0.543218676
303	0.5430116104
304	0.5427980021
305	0.5425920981
306	0.5423936464
307	0.5420753212
308	0.5418612978
309	0.5416187123
310	0.5413564565
311	0.541229299
312	0.5409486975
313	0.5407443191
314	0.5404547514
315	0.5402069574
316	0.5399277984
317	0.5396947647
318	0.5394835426
319	0.5392206101
320	0.5389466138
321	0.5387684848
322	0.5385196694
323	0.5383038959
324	0.5381932438
325	0.5379248073
326	0.5377293629
327	0.5374921517
328	0.5372262439
329	0.537023976
330	0.536780517
331	0.5366408675
332	0.5364250948
333	0.5361885505
334	0.5359800113
335	0.5356844605
336	0.5354440883
337	0.5352511579
338	0.5350278685
339	0.5348443554
340	0.5346242697
341	0.5344377013
342	0.5341570085
343	0.5339544854
344	0.5337538034
345	0.533556494
346	0.5333251776
347	0.5331919297
348	0.5330056568
349	0.5327565412
350	0.5324639874
351	0.5322783607
352	0.5319766339
353	0.5317225104
354	0.5315003675
355	0.5312925763
356	0.5310280358
357	0.5308388528
358	0.5306292796
359	0.5303172408
360	0.5300550904
361	0.529757213
362	0.529606422
363	0.5293611974
364	0.5290824037
365	0.5288633452
366	0.5286286998
367	0.5284567148
368	0.5282099408
369	0.5279873226
370	0.527753805
371	0.5275223557
372	0.5272870179
373	0.5270353032
374	0.5268123259
375	0.5265585429
376	0.5263293269
377	0.5260658794
378	0.5258123824
379	0.5255336137
380	0.5252988027
381	0.5251258908
382	0.5248996956
383	0.524686515
384	0.5244284626
385	0.5241398824
386	0.5238529795
387	0.523681287
388	0.5234627324
389	0.523237022
390	0.522919775
391	0.5227017159
392	0.5225079271
393	0.5223143566
394	0.5220630085
395	0.5218154693
396	0.5215880469
397	0.5212699848
398	0.5210763666
399	0.5208482072
400	0.5206848502
401	0.5205015605
402	0.5202516458
403	0.5200555411
404	0.5198437455
405	0.5196047768
406	0.5193632631
407	0.5191379627
408	0.5189130762
409	0.5185613365
410	0.5182539435
411	0.5180406341
412	0.5178449398
413	0.5176269291
414	0.5173638727
415	0.5171378029
416	0.5169378373
417	0.5166900627
418	0.516485635
419	0.5162584211
420	0.5159821062
421	0.5157982721
422	0.5156017404
423	0.5153422793
424	0.5151543712
425	0.5149673385
426	0.5147606624
427	0.5145547426
428	0.5143585218
429	0.5141595278
430	0.5139448472
431	0.5136893657
432	0.5134139698
433	0.513158404
434	0.5129529918
435	0.5126758614
436	0.5124292177
437	0.5122213066
438	0.511947405
439	0.5117412922
440	0.5114631655
441	0.5112327045
442	0.5110096916
443	0.5107477751
444	0.5105343326
445	0.5103207752
446	0.5100273322
447	0.5098042795
448	0.5095837483
449	0.5093276054
450	0.5090821347
451	0.5088937531
452	0.5087295584
453	0.5084851972
454	0.5082079358
455	0.5079695418
456	0.5077355469
457	0.5075177356
458	0.5073225374
459	0.5071073015
460	0.5068650574
461	0.5066620083
462	0.5064567299
463	0.5062614018
464	0.5060729524
465	0.5058970487
466	0.5057231137
467	0.5054996485
468	0.5053035414
469	0.5051239903
470	0.5048738072
471	0.5046401114
472	0.504451227
473	0.5042311373
474	0.5039812196
475	0.5037973247
476	0.5035876677
477	0.5033422619
478	0.5031067851
479	0.5028871432
480	0.5026592148
481	0.5024004822
482	0.5021822722
483	0.5019448344
484	0.5017463231
485	0.5015585137
486	0.501293333
487	0.5010520721
488	0.5008619418
489	0.5007081808
490	0.5004246964
491	0.5002012046
492	0.5000073005
493	0.4998710755
494	0.4995808736
495	0.4993710808
496	0.4991308472
497	0.4989455118
498	0.4987796199
499	0.4985918922
500	0.4984034121
501	0.4981945225
502	0.4980105212
503	0.4977805052
504	0.4975382512
505	0.4973301924
506	0.4970665702
507	0.4968490086
508	0.4966436996
509	0.4964753537
510	0.4961338662
511	0.4959395947
512	0.4957716876
513	0.4955652768
514	0.4952826181
515	0.4950326621
516	0.4948095822
517	0.4946346736
518	0.494404229
519	0.4942229051
520	0.4939909892
521	0.4937743155
522	0.4936239083
523	0.4934523559
524	0.4932433438
525	0.4930689898
526	0.492922679
527	0.4927098964
528	0.4925049705
529	0.4922608457
530	0.4920453516
531	0.4918198057
532	0.4916217684
533	0.4914456164
534	0.4913104736
535	0.491064045
536	0.4908964809
537	0.49073097
538	0.4904841293
539	0.4902153132
540	0.4900177755
541	0.4897500665
542	0.4895296379
543	0.4893511487
544	0.4890501895
545	0.4888530288
546	0.4886523377
547	0.4883703028
548	0.4881961257
549	0.4880539142
550	0.4878377287
551	0.4876704014
552	0.4875287647
553	0.4873373646
554	0.4870842584
555	0.4869410319
556	0.486783807
557	0.486625735
558	0.4864703816
559	0.486330723
560	0.4861250963
561	0.485936368
562	0.4856909571
563	0.4854446722
564	0.4852713831
565	0.485046351
566	0.4848846499
567	0.484690902
568	0.4844748627
569	0.4842794616
570	0.4840897479
571	0.483871956
572	0.4836701025
573	0.4834933665
574	0.4832887492
575	0.4830726058
576	0.4828648855
577	0.482664758
578	0.4825067052
579	0.4823347866
580	0.4821266663
581	0.4819513395
582	0.4817564349
583	0.4815886995
584	0.4814080522
585	0.4813041804
586	0.4811557722
587	0.4810033706
588	0.4808479391
589	0.4806378144
590	0.4803880783
591	0.4801792919
592	0.4799514127
593	0.4797650737
594	0.4796370325
595	0.4794292584
596	0.4792566892
597	0.4790779931
598	0.4789249129
599	0.4787483511
600	0.4786307077
601	0.4784971679
602	0.4782377523
603	0.4780817363
604	0.4778735663
605	0.4776472467
606	0.4774641515
607	0.4772214667
608	0.4771045911
609	0.4769885804
610	0.4768411779
611	0.4766377618
612	0.4764395317
613	0.4762040886
614	0.4760593386
615	0.4759036249
616	0.4757141504
617	0.4755106089
618	0.4752891088
619	0.4751239682
620	0.4749592698
621	0.4747976517
622	0.474629447
623	0.4744787477
624	0.4742813599
625	0.4741546524
626	0.4740091554
627	0.473792331
628	0.4736326642
629	0.4734979011
630	0.4733754472
631	0.4732045518
632	0.4731003927
633	0.4729430609
634	0.4727700475
635	0.4726224479
636	0.4724430445
637	0.4721947171
638	0.4720181063
639	0.4718106779
640	0.4717043708
641	0.4715649328
642	0.471365091
643	0.471256844
644	0.4710902094
645	0.470909974
646	0.4707414265
647	0.4705492152
648	0.4703936789
649	0.470278592
650	0.4701236198
651	0.4699394781
652	0.4697488036
653	0.4695559619
654	0.469404601
655	0.469296906
656	0.4691628111
657	0.4689793683
658	0.4687907789
659	0.4686304924
660	0.4685168868
661	0.4684153107
662	0.4682990042
663	0.4681396734
664	0.4679006244
665	0.46777621
666	0.4675746874
667	0.4674121773
668	0.4672561385
669	0.4670194812
670	0.4667443415
671	0.4665551318
672	0.4664423636
673	0.4663446141
674	0.4662031516
675	0.4660250982
676	0.4658513105
677	0.4657230604
678	0.4655285185
679	0.4653154662
680	0.4651940961
681	0.4650337047
682	0.4648492014
683	0.4647132114
684	0.4645697559
685	0.4644523519
686	0.4642935659
687	0.4641284693
688	0.4639497678
689	0.4637900929
690	0.4635904137
691	0.4635051897
692	0.4633466444
693	0.4632016043
694	0.4630249874
695	0.46293934
696	0.4628209994
697	0.4627163976
698	0.4625925659
699	0.4625207301
700	0.4624267356
701	0.4623104352
702	0.4622057603
703	0.4621021363
704	0.4619657868
705	0.4617709801
706	0.4616136996
707	0.4614235672
708	0.4612790751
709	0.4611930851
710	0.4610593547
711	0.4608806474
712	0.4606936461
713	0.4605360351
714	0.4603642901
715	0.460213206
716	0.4600351281
717	0.4598514245
718	0.4596523387
719	0.4595672585
720	0.4593797805
721	0.4592150466
722	0.4590740626
723	0.458909747
724	0.4587327717
725	0.4585700132
726	0.4584319627
727	0.4582797244
728	0.4582008863
729	0.4580141141
730	0.4578036159
731	0.4576554224
732	0.4575128739
733	0.4573706477
734	0.4571399052
735	0.4569971274
736	0.4568136641
737	0.4566343539
738	0.4564493853
739	0.4563075821
740	0.4561954478
741	0.4560489319
742	0.4558463115
743	0.4557187825
744	0.4555805185
745	0.455382429
746	0.4552249754
747	0.4551091582
748	0.4550298613
749	0.4548937893
750	0.4547497053
751	0.454545491
752	0.4543986032
753	0.4542768162
754	0.4541518955
755	0.4540870638
756	0.4539965723
757	0.4538840036
758	0.4537370518
759	0.453672434
760	0.453582578
761	0.4534800397
762	0.4534194205
763	0.4532369864
764	0.4530812757
765	0.4529337648
766	0.4527842399
767	0.4526725933
768	0.4525185758
769	0.4523635034
770	0.4522134989
771	0.4520464328
772	0.4519097949
773	0.4517472365
774	0.4516119038
775	0.4515003272
776	0.451353564
777	0.451147689
778	0.4510350555
779	0.4509653933
780	0.4508194249
781	0.4506586446
782	0.4505471904
783	0.4503626211
784	0.4502122486
785	0.4500894419
786	0.4499695087
787	0.4498466249
788	0.4497148942
789	0.449592779
790	0.4494211908
791	0.4492360329
792	0.4491362914
793	0.4490183471
794	0.4488687371
795	0.4487268929
796	0.4485736501
797	0.4484604184
798	0.4483009666
799	0.4481482832
800	0.4480002
801	0.4478891166
802	0.4476972603
803	0.4475904861
804	0.4474434934
805	0.4472633248
806	0.4471243813
807	0.4470685356
808	0.4469306034
809	0.4468041846
810	0.4467151067
811	0.4466566241
812	0.4464530666
813	0.446335234
814	0.4462441136
815	0.4461289195
816	0.4459614807
817	0.4458381413
818	0.4457454847
819	0.4456291692
820	0.4454825728
821	0.4453639225
822	0.4452466123
823	0.4451486226
824	0.4450377582
825	0.4449420374
826	0.4448785401
827	0.4448043797
828	0.4446235192
829	0.4444970424
830	0.4443444543
831	0.4442114298
832	0.4440942245
833	0.444006043
834	0.4438404819
835	0.4436892406
836	0.4436349138
837	0.4435040178
838	0.4433997605
839	0.4432939654
840	0.44312874
841	0.4430166126
842	0.4428602834
843	0.4427297597
844	0.4426316017
845	0.442486406
846	0.4423462109
847	0.442198033
848	0.4420543228
849	0.441852346
850	0.4416680232
851	0.441543057
852	0.4413407662
853	0.441221268
854	0.4411565291
855	0.4409900274
856	0.4407912338
857	0.4407255227
858	0.4405409336
859	0.4403961047
860	0.4402728903
861	0.4401051054
862	0.440038186
863	0.4399326208
864	0.439855893
865	0.4397801862
866	0.4395877309
867	0.439448889
868	0.4393302928
869	0.4391433892
870	0.4390240563
871	0.4389583447
872	0.4388583844
873	0.4387140746
874	0.4386420655
875	0.4385027922
876	0.4383993963
877	0.4383483233
878	0.4382074768
879	0.4381294899
880	0.4379695937
881	0.4379123842
882	0.4378167865
883	0.4377103282
884	0.4376203786
885	0.4374789093
886	0.4373535862
887	0.4372749248
888	0.4372230028
889	0.4371141523
890	0.4370514419
891	0.4369259044
892	0.4368651602
893	0.4367703051
894	0.4366377593
895	0.4364804031
896	0.4363377018
897	0.436290776
898	0.4361923898
899	0.4360885096
900	0.4358861656
901	0.4357588371
902	0.4355865531
903	0.4354726394
904	0.4353847624
905	0.4352079059
906	0.4350691207
907	0.4349951357
908	0.4349363148
909	0.4348366053
910	0.4346708499
911	0.4345410045
912	0.4344248992
913	0.4342827455
914	0.4342072161
915	0.4341550975
916	0.4339896923
917	0.4338486101
918	0.4336897531
919	0.43353359
920	0.4334823843
921	0.4333741822
922	0.4332402294
923	0.433132333
924	0.4330115842
925	0.4328840338
926	0.4327662285
927	0.432671553
928	0.4325359318
929	0.4323731381
930	0.432278
931	0.4321675061
932	0.4320720167
933	0.4319752842
934	0.4318635929
935	0.431707935
936	0.4316323209
937	0.4315217625
938	0.4313894457
939	0.4312492968
940	0.4310843731
941	0.4309707326
942	0.4309146291
943	0.4308123537
944	0.4307165427
945	0.4305947649
946	0.4304863879
947	0.4303625226
948	0.4302488241
949	0.4301433696
950	0.4300008751
951	0.4298440532
952	0.429783339
953	0.4296629168
954	0.4295418071
955	0.4294005646
956	0.4292878236
957	0.4292323683
958	0.4291724802
959	0.4290622485
960	0.4290158397
961	0.428963276
962	0.4288214844
963	0.4287103865
964	0.4286469984
965	0.4285034076
966	0.4283727671
967	0.4283277324
968	0.4282790031
969	0.4281123334
970	0.4279478919
971	0.4279012929
972	0.4277536496
973	0.4275971519
974	0.4274886783
975	0.4274157059
976	0.4273255464
977	0.4271639334
978	0.4270071001
979	0.4269249768
980	0.426833905
981	0.4267831294
982	0.426687045
983	0.4265261366
984	0.4264095092
985	0.4262961434
986	0.4262436431
987	0.4260804288
988	0.4259364321
989	0.425839271
990	0.4257334243
991	0.4256126941
992	0.4255708988
993	0.4254608824
994	0.4253563948
995	0.4252400246
996	0.4250863916
997	0.4249543353
998	0.4249071336
999	0.4248682667
